web_scraper_order,web_scraper_start_url,detail_url,title,location,difficulty_level,duration,distance,physical_demand,ascent,descent,target_group,season,recommended_period
"1766397087-285","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1794/Schneeschuhtour-in-der-Leventina","Schneeschuhtour in der Leventina","Dalpe, Villaggio
                                                                                                    • TI","Blau","3h 25min","8.4km","hoch","320m","320m","","Winter","Dezember - Februar"
"1766397090-286","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1812/Rund-um-den-Hegewald","Rund um den Hegewald","Ufhusen, Käserei Dorf
                                                                    — Eriswil, Station
                                                                                                    • LU","T1","3h 20min","11.7km","mittel","455m","430m","für Familien","ganzjährig","Mai - Dezember"
"1766397093-287","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1808/Historische-Perlen-im-Basler-Jura","Historische Perlen im Basler Jura","Frenkendorf-Füllinsdorf
                                                                                                    • BL","T1","2h 25min","8.6km","mittel","355m","355m","für Familien","ganzjährig","April - November"
"1766397095-288","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1807/Rund-um-das-Ruedertal","Rund um das Ruedertal","Schiltwald, Wendeplatz
                                                                                                    • AG","T1","2h 55min","10.8km","mittel","310m","310m","für Familien","ganzjährig","September - Mai"
"1766397098-289","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1806/Winterseenwanderung-bei-St-Moritz","Winterseenwanderung bei St. Moritz","St. Moritz Bad, Kath. Kirche
                                                                    — Celerina
                                                                                                    • GR","","1h 55min","6.3km","tief","90m","130m","für Familien","Winter","Dezember - März"
"1766397100-290","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1805/Winterwandern-ubers-Eis","Winterwandern übers Eis","Glacier du Sex Rouge
                                                                                                    • VD","","1h 15min","4.5km","tief","75m","75m","für Familien","ganzjährig","Januar - Dezember"
"1766397102-291","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1804/Aufs-sonnige-Cheibehore","Aufs sonnige Cheibehore","Chrindi
                                                                                                    • BE","Rot","4h 0min","7.1km","hoch","570m","570m","","Winter","Dezember - März"
"1766397105-292","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1803/Winterlicher-Gang-dem-Greifensee-entlang","Winterlicher Gang dem Greifensee entlang","Maur, See
                                                                    — Greifensee, Städtli
                                                                                                    • ZH","T1","2h 40min","11.2km","tief","75m","70m","","ganzjährig","November - März"
"1766397107-293","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1802/Eiswanderweg-im-Engadin","Eiswanderweg im Engadin","Madulain
                                                                                                    • GR","","1h 30min","5.7km","tief","55m","55m","für Familien","Winter","Dezember - März"
"1766397110-294","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1821/Entdeckungen-im-Neuenburger-Jura","Entdeckungen im Neuenburger Jura","La Vraconnaz, Les Rochettes
                                                                    — Fleurier
                                                                                                    • NE","T1","5h 5min","17.2km","hoch","390m","775m","für Familien, für schwindelfreie Menschen","ganzjährig","März - November"
"1766397112-295","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1825/Uber-das-Bruederholz-nach-Basel","Über das Bruederholz nach Basel","Ettingen, Dorf
                                                                    — Basel, Margarethen
                                                                                                    • BL","T1","2h 45min","11.2km","mittel","185m","230m","für Familien","ganzjährig","Januar - Dezember"
"1766397114-296","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1834/Zum-Burgaschisee-im-Wasseramt","Zum Burgäschisee im Wasseramt","Etziken, Dorf
                                                                    — Sunnhalde
                                                                                                    • SO","T1","2h 5min","8km","tief","205m","180m","für Familien","ganzjährig","Januar - Dezember"
"1766397117-297","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1841/Unaufgeregt-geradeaus","Unaufgeregt geradeaus","Saas-Almagell, Dorfplatz
                                                                                                    • VS","","4h 35min","14km","hoch","545m","545m","","Winter","Dezember - März"
"1766397119-298","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1839/Dem-Eiger-entgegenwandern","Dem Eiger entgegenwandern","Männlichen
                                                                    — Kleine Scheidegg
                                                                                                    • BE","","2h 25min","5.9km","mittel","305m","465m","","Winter","Dezember - März"
"1766397121-299","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1838/Hoch-uber-Verbier","Hoch über Verbier","Croix-des-Ruinettes
                                                                                                    • VS","Blau","3h 40min","8.6km","hoch","280m","280m","","Winter","Dezember - April"
"1766397124-300","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1837/Grosse-Schneeschuhspuren-ob-Engelberg","Grosse Schneeschuhspuren ob Engelberg","Fürenalp
                                                                                                    • OW","Blau","1h 35min","3.5km","tief","195m","195m","","Winter","Dezember - März"
"1766397127-301","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1843/Entlang-der-Allaine","Entlang der Allaine","Courtemaîche
                                                                    — Porrentruy, gare
                                                                                                    • JU","T1","4h 5min","13.6km","mittel","365m","340m","","ganzjährig","Januar - Dezember"
"1766397130-302","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1849/Vom-Glatttal-uber-den-Laubberg-an-den-Rhein","Vom Glatttal über den Laubberg an den Rhein","Glattfelden
                                                                    — Eglisau
                                                                                                    • ZH","T1","2h 50min","11km","mittel","255m","270m","für Familien","ganzjährig","März - Oktober"
"1766397133-303","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1904/Familienwanderung-bei-Bern","Familienwanderung bei Bern","Bern, Elfenau
                                                                    — Bern Flughafen
                                                                                                    • BE","T1","1h 5min","4.5km","tief","20m","55m","für Familien","ganzjährig","Januar - Dezember"
"1766397138-304","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1910/Waadtlander-Bergwinter","Waadtländer Bergwinter","Col de Bretaye
                                                                                                    • VD","Blau","1h 50min","5.4km","mittel","220m","220m","","Winter","Dezember - März"
"1766397140-305","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1911/Beatenberg-und-die-verschneiten-Berner-Alpen","Beatenberg und die verschneiten Berner Alpen","Beatenberg
                                                                    — Beatenberg, Waldegg
                                                                                                    • BE","","3h 15min","9.6km","mittel","315m","235m","für Familien","Winter","Dezember - März"
"1766397142-306","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1912/Winterliche-Freiberge","Winterliche Freiberge","Les Breuleux
                                                                                                    • JU","Blau","1h 55min","5.5km","mittel","170m","170m","","Winter","Dezember - März"
"1766397145-307","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1915/Abseits-der-Pistenhektik-auf-der-Lenzerheide","Abseits der Pistenhektik auf der Lenzerheide","Parpan, Post
                                                                                                    • GR","","2h 10min","6.9km","mittel","190m","190m","","Winter","Dezember - März"
"1766397147-308","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1914/Winterruhe-am-Hallwilersee","Winterruhe am Hallwilersee","Boniswil
                                                                    — Mosen
                                                                                                    • AG","T1","3h 15min","13.5km","mittel","120m","140m","","ganzjährig","Januar - Dezember"
"1766397149-309","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1917/Winterzauber-im-Lotschental","Winterzauber im Lötschental","Lauchernalp
                                                                    — Wiler (Lötschen), Talstation
                                                                                                    • VS","","2h 5min","6.1km","mittel","10m","580m","","Winter","Dezember - März"
"1766397152-310","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1916/Im-Baselbieter-Tafeljura-von-Dorf-zu-Dorf","Im Baselbieter Tafeljura von Dorf zu Dorf","Anwil, Dorf
                                                                    — Tecknau
                                                                                                    • BL","T1","2h 30min","9.5km","tief","235m","375m","für Familien","ganzjährig","Oktober - April"
"1766397155-311","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1918/Im-Seilbahnland-Nidwalden","Im Seilbahnland Nidwalden","Wirzweli
                                                                                                    • NW","","2h 55min","7km","hoch","415m","415m","","Winter","Dezember - März"
"1766397157-312","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1919/Die-Selven-von-Alto-Malcantone","Die Selven von Alto Malcantone","Arosio, Paese
                                                                    — Miglieglia, Paese
                                                                                                    • TI","T1","3h 35min","11.7km","mittel","445m","600m","für Familien","ganzjährig","Januar - Dezember"
"1766397159-313","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1928/Viel-Zeit-haben-im-Bedrettotal","Viel Zeit haben im Bedrettotal","All'Acqua
                                                                                                    • TI","Blau","2h 30min","4.4km","mittel","375m","375m","für Familien","Winter","Dezember - April"
"1766397162-314","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1927/Die-Schneeinsel-oberhalb-von-Airolo","Die Schneeinsel oberhalb von Airolo","Nante
                                                                    — Pesciüm
                                                                                                    • TI","","2h 55min","7.1km","hoch","480m","160m","","Winter","Dezember - Februar"
"1766397164-315","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1926/Durch-das-wilde-Lavizzaratal","Durch das wilde Lavizzaratal","Mogno, Colonia Pazzalino
                                                                                                    • TI","Blau","3h 5min","7.4km","hoch","390m","390m","","Winter","Dezember - Februar"
"1766397166-316","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1931/Auf-der-Sonnenseite-des-Bleniotals","Auf der Sonnenseite des Bleniotals","Campra, Bivio
                                                                    — Camperio, Piera
                                                                                                    • TI","Blau","3h 40min","8.6km","hoch","400m","510m","","Winter","Dezember - Februar"
"1766397169-317","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1930/Kulturbummel-im-untersten-Val-Mustair","Kulturbummel im untersten Val Müstair","Müstair, posta
                                                                                                    • GR","","3h 40min","11.8km","hoch","290m","295m","","Winter","Dezember - März"
"1766397171-318","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1929/Schlaufe-durch-die-Gommer-Talsohle","Schlaufe durch die Gommer Talsohle","Biel (Goms)
                                                                    — Gluringen
                                                                                                    • VS","Blau","1h 55min","6.3km","mittel","225m","195m","für Familien","Winter","Dezember - Februar"
"1766397173-319","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1936/Die-alten-Larchen-des-Saastals","Die alten Lärchen des Saastals","Kreuzboden
                                                                    — Saas-Grund, Unter dem Berg
                                                                                                    • VS","Blau","2h 25min","5.3km","mittel","5m","850m","für Familien","Winter","Januar - März"
"1766397176-320","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1937/Winterlicher-Schwarzwassergraben","Winterlicher Schwarzwassergraben","Mittelhäusern
                                                                    — Oberbalm, Dorf
                                                                                                    • BE","T1","3h 45min","13km","mittel","450m","340m","","ganzjährig","Januar - Dezember"
"1766397178-321","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1939/Winteridylle-bei-Gstaad","Winteridylle bei Gstaad","Lauenen b. Gstaad, Rohrbrücke
                                                                                                    • BE","","2h 45min","8.1km","mittel","225m","225m","","Winter","Dezember - Februar"
"1766397180-322","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1941/Entlang-der-Bisse-de-Clavau-bei-Sion","Entlang der Bisse de Clavau bei Sion","Sion
                                                                    — St-Léonard
                                                                                                    • VS","T1","2h 10min","8km","tief","210m","195m","","ganzjährig","März - Oktober"
"1766397183-323","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1946/Von-Burg-zu-Burg-vor-den-Toren-von-Basel","Von Burg zu Burg vor den Toren von Basel","Muttenz
                                                                    — Pratteln
                                                                                                    • BL","T1","3h 15min","11.6km","mittel","425m","415m","für Familien","ganzjährig","März - Oktober"
"1766397186-324","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1948/Naturerlebnis-im-Centovalli","Naturerlebnis im Centovalli","Intragna
                                                                    — Ponte Brolla
                                                                                                    • TI","T1","1h 30min","5.9km","tief","50m","130m","für Familien","ganzjährig","März - November"
"1766397189-325","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1957/Zur-Burg-Hohenklingen-bei-Stein-am-Rhein","Zur Burg Hohenklingen bei Stein am Rhein","Stein am Rhein
                                                                                                    • SH","T1","2h 15min","7.8km","mittel","300m","300m","für Familien","ganzjährig","März - Mai"
"1766397191-326","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2051/Historische-Wanderung-zur-Eisernen-Hand-am-Basler-Rheinknie","Historische Wanderung zur Eisernen Hand am Basler Rheinknie","Riehen
                                                                    — Wyhlen, Schulzentrum
                                                                                                    • BS","T1","4h 30min","14.2km","mittel","535m","540m","für Familien","ganzjährig","Mai - Juni, Oktober - November"
"1766397193-327","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=3","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2054/Idyllische-Wanderung-durchs-Churz-und-Langloch-nach-Schaffhausen","Idyllische Wanderung durchs Churz- und Langloch nach Schaffhausen","Thayngen
                                                                    — Schaffhausen, Schweizersbild
                                                                                                    • SH","T1","2h 10min","8.4km","tief","155m","125m","für Familien","ganzjährig","März - November"
"1766397198-328","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2271/Auf-verschneiten-Romerwegen-zum-Septimerpass","Auf verschneiten Römerwegen zum Septimerpass","Bivio, posta
                                                                                                    • GR","Blau","6h 30min","15.1km","hoch","630m","630m","","Winter","Januar - März"
"1766397201-329","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2272/Schneeschuhrunde-von-Sur-uber-die-Alp-Flix","Schneeschuhrunde von Sur über die Alp Flix","Sur, baselgia
                                                                                                    • GR","Rot","3h 30min","6.5km","mittel","445m","445m","","Winter","Januar - April"
"1766397203-330","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2273/Schneeschuhtrail-oberhalb-von-Salouf","Schneeschuhtrail oberhalb von Salouf","Salouf, scola
                                                                                                    • GR","Schwarz","6h 25min","13.3km","hoch","860m","860m","","Winter","Dezember - Februar"
"1766397205-331","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2274/Einfache-Tour-fur-Sonnenhungrige-im-Val-Surses","Einfache Tour für Sonnenhungrige im Val Surses","Somtgant
                                                                    — Tigignas
                                                                                                    • GR","","2h 30min","8.8km","mittel","95m","610m","","Winter","Dezember - März"
"1766397207-332","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2275/Zu-den-Anfangen-des-Lawinenschutzes-in-Leukerbad","Zu den Anfängen des Lawinenschutzes in Leukerbad","Leukerbad
                                                                                                    • VS","","2h 15min","6.2km","mittel","295m","295m","","Winter","Dezember - März"
"1766397210-333","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2277/Durch-den-Viadukt-von-Fribourg-wandern","Durch den Viadukt von Fribourg wandern","Fribourg/Freiburg Poya
                                                                    — Düdingen, Staumauer/Camping
                                                                                                    • FR","T1","3h 45min","14.1km","mittel","320m","375m","für Familien","ganzjährig","Oktober - April"
"1766397212-334","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2278/Leichte-Schneeschuhwanderung-auf-dem-Niederbauen","Leichte Schneeschuhwanderung auf dem Niederbauen","Niederbauen
                                                                                                    • NW","Blau","2h 15min","4.9km","mittel","230m","230m","für Familien","Winter","Januar - Februar"
"1766397214-335","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2279/Bei-den-Haslizwergen-im-Winter","Bei den Haslizwergen im Winter","Mägisalp
                                                                    — Bidmi
                                                                                                    • BE","Blau","1h 45min","4.2km","tief","80m","360m","für Familien","Winter","Dezember - Februar"
"1766397217-336","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1230/Weisser-Traum-im-Urserental","Weisser Traum im Urserental","Andermatt
                                                                    — Realp
                                                                                                    • UR","","3h 5min","9.7km","mittel","185m","85m","für Familien","Winter","Dezember - März"
"1766397219-337","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2750/Vom-Sandsteinbruch-bis-zum-Bundeshaus","Vom Sandsteinbruch bis zum Bundeshaus","Ostermundigen, Rüti
                                                                    — Bern, Kleine Schanze
                                                                                                    • BE","T1","2h 5min","8.1km","tief","155m","230m","für Familien","ganzjährig","Februar - April"
"1766397222-338","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2751/Uferwanderung-entlang-des-Genfersees","Uferwanderung entlang des Genfersees","Morges
                                                                    — Lausanne, Siège du CIO
                                                                                                    • VD","T1","2h 40min","11.1km","tief","50m","50m","für Familien","ganzjährig","März - Oktober"
"1766397224-339","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2752/Dem-Rotsee-und-der-Reuss-entlang","Dem Rotsee und der Reuss entlang","Luzern, Maihof
                                                                    — Luzern
                                                                                                    • LU","T1","2h 5min","7.5km","tief","185m","190m","für Familien","ganzjährig","März - Oktober"
"1766397226-340","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2754/Spielend-wandern-ins-Herz-von-St-Gallen","Spielend wandern ins Herz von St. Gallen","Notkersegg
                                                                    — St. Gallen, Bahnhof
                                                                                                    • SG","T1","1h 30min","5.7km","tief","150m","260m","für Familien","ganzjährig","März - Mai"
"1766397229-341","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2755/Auf-historischen-Spuren-durchs-Misox","Auf historischen Spuren durchs Misox","Roveredo GR, Centro
                                                                    — Grono, Paese
                                                                                                    • GR","T2","2h 50min","8.5km","mittel","520m","470m","für Familien","ganzjährig","März - Oktober"
"1766397231-342","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/2758/Neue-Natur-im-Seebachtal","Neue Natur im Seebachtal","Nussbaumen TG, Schulhaus
                                                                    — Kartause Ittingen
                                                                                                    • TG","T1","2h 35min","10.5km","tief","135m","210m","für Familien","ganzjährig","April - September"
"1766397233-343","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3134/Ursprungliche-und-kultivierte-Natur","Ursprüngliche und kultivierte Natur","Dardagny, château
                                                                    — Satigny
                                                                                                    • GE","T1","3h 0min","11.5km","mittel","305m","325m","für Familien","ganzjährig","April - Oktober"
"1766397236-344","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3135/Abenteuer-an-der-ursprunglichen-Sense","Abenteuer an der ursprünglichen Sense","Zollhaus
                                                                    — Plaffeien, Dorf
                                                                                                    • FR","T1","2h 5min","7.5km","tief","175m","195m","für Familien","ganzjährig","März - Oktober"
"1766397238-345","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3283/Charmante-Dorfer-und-wilde-Landschaft-im-Muggiotal","Charmante Dörfer und wilde Landschaft im Muggiotal","Bruzella, Paese
                                                                                                    • TI","T2","3h 15min","9.5km","mittel","570m","570m","für Familien","ganzjährig","April - September"
"1766397240-346","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=2","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/3308/Unterwegs-in-den-Naturparks-des-Mendrisiotto","Unterwegs in den Naturparks des Mendrisiotto","Chiasso
                                                                    — Balerna, Piazza
                                                                                                    • TI","T1","5h 50min","19.8km","hoch","780m","710m","für Familien","ganzjährig","Mai - November"
